team_id,n_events,first_year,last_year,years_active,best_place,top10_count,top50_count
9138,46,2014,2026,13,112,0,0
9145,8,2014,2024,11,258,0,0
9146,52,2014,2026,13,16,0,5
9173,6,2014,2024,11,89,0,0
9182,7,2014,2022,9,15,0,1
9214,5,2014,2017,4,105,0,0
9259,44,2014,2021,8,47,0,1
9349,67,2014,2026,13,11,0,3
9350,22,2014,2025,12,59,0,0
9363,5,2014,2021,8,83,0,0
9407,4,2014,2023,10,6,1,3
9574,38,2014,2026,13,34,0,4
9801,29,2014,2025,12,22,0,5
9803,3,2014,2014,1,237,0,0
9804,15,2018,2025,8,48,0,1
9809,6,2017,2025,9,29,0,1
9811,1,2017,2017,1,339,0,0
9814,7,2014,2025,12,72,0,0
9815,6,2016,2026,11,11,0,1
9816,4,2014,2015,2,1,4,4
9817,51,2014,2025,12,65,0,0
9818,11,2014,2020,7,161,0,0
9819,20,2014,2016,3,16,0,3
9824,5,2016,2024,9,174,0,0
9827,13,2014,2016,3,34,0,1
9832,17,2014,2026,13,7,2,5
9834,3,2014,2018,5,4,1,3
9842,12,2014,2024,11,8,2,4
9854,11,2014,2018,5,13,0,1
9864,3,2014,2016,3,278,0,0
9865,20,2014,2015,2,45,0,1
9867,4,2014,2016,3,78,0,0
9868,6,2016,2023,8,157,0,0
9871,126,2014,2021,8,2,13,64
9882,32,2014,2026,13,3,3,12
9887,9,2014,2017,4,72,0,0
9898,19,2014,2022,9,64,0,0
9903,12,2014,2016,3,66,0,0
9904,18,2014,2022,9,52,0,0
9923,27,2014,2020,7,94,0,0
9971,127,2014,2022,9,8,1,9
9982,9,2014,2024,11,32,0,1
10017,25,2014,2024,11,10,1,2
10061,43,2014,2024,11,29,0,3
10114,1,2023,2023,1,3799,0,0
10115,12,2014,2025,12,37,0,1
10117,9,2020,2025,6,60,0,0
10123,33,2016,2026,11,41,0,2
10124,7,2018,2025,8,479,0,0
10126,9,2021,2025,5,59,0,0
10131,54,2014,2020,7,33,0,1
10132,27,2014,2018,5,46,0,1
10135,1,2014,2014,1,93,0,0
10139,9,2014,2016,3,24,0,1
10144,6,2014,2026,13,147,0,0
10145,5,2014,2014,1,137,0,0
10146,2,2021,2025,5,602,0,0
10150,10,2014,2025,12,140,0,0
10152,62,2014,2025,12,18,0,3
10155,8,2014,2016,3,193,0,0
10158,7,2014,2019,6,157,0,0
10161,1,2014,2014,1,1105,0,0
10162,6,2019,2025,7,212,0,0
10168,2,2014,2014,1,243,0,0
10175,12,2014,2016,3,4,3,8
10176,29,2014,2023,10,4,5,17
10178,8,2014,2017,4,84,0,0
10179,2,2014,2014,1,325,0,0
10180,6,2014,2016,3,177,0,0
10251,5,2014,2017,4,77,0,0
10254,10,2014,2016,3,28,0,1
10262,4,2014,2022,9,24,0,2
10263,15,2014,2016,3,4,3,5
10265,86,2014,2026,13,20,0,7
10266,1,2014,2014,1,580,0,0
10268,2,2014,2018,5,360,0,0
10269,2,2014,2014,1,98,0,0
10271,19,2014,2016,3,130,0,0
10272,9,2014,2015,2,58,0,0
10275,8,2014,2018,5,35,0,2
10283,30,2014,2026,13,28,0,3
10285,10,2014,2017,4,54,0,0
10296,21,2014,2022,9,52,0,0
10318,34,2014,2023,10,62,0,0
10320,5,2014,2022,9,29,0,1
10332,11,2014,2019,6,1,1,1
10339,48,2014,2021,8,5,2,14
10342,12,2011,2022,12,46,0,1
10356,4,2014,2017,4,269,0,0
10365,17,2014,2017,4,3,2,7
10396,11,2014,2025,12,100,0,0
10404,13,2014,2023,10,98,0,0
10421,15,2014,2025,12,5,2,2
10431,9,2014,2022,9,90,0,0
10463,10,2014,2018,5,116,0,0
10498,86,2014,2025,12,2,6,18
10532,10,2014,2024,11,120,0,0
10535,9,2014,2026,13,57,0,0
10581,17,2014,2026,13,52,0,0
10786,20,2014,2026,13,71,0,0
10793,11,2014,2025,12,114,0,0
10817,22,2014,2025,12,11,0,4
10878,10,2014,2024,11,31,0,1
10897,5,2014,2014,1,122,0,0
10899,3,2014,2025,12,538,0,0
10900,68,2014,2025,12,6,4,20
10915,1,2014,2014,1,282,0,0
10918,5,2020,2024,5,250,0,0
10919,2,2015,2015,1,162,0,0
10920,25,2014,2026,13,2,1,6
10922,11,2014,2021,8,94,0,0
10926,3,2014,2014,1,57,0,0
10934,37,2014,2021,8,9,1,16
10974,126,2014,2019,6,1,26,87
10976,11,2014,2026,13,19,0,2
11043,17,2014,2019,6,71,0,0
11087,7,2014,2026,13,75,0,0
11196,20,2014,2024,11,95,0,0
11327,27,2014,2025,12,22,0,4
11334,25,2014,2026,13,22,0,1
11348,7,2014,2025,12,238,0,0
11359,7,2014,2015,2,116,0,0
11361,1,2015,2015,1,342,0,0
11363,3,2014,2015,2,39,0,1
11364,22,2014,2018,5,18,0,3
11365,4,2022,2026,5,352,0,0
11369,35,2014,2025,12,35,0,1
11372,21,2014,2021,8,32,0,1
11380,100,2014,2026,13,19,0,3
11381,55,2014,2025,12,47,0,1
11384,10,2014,2025,12,64,0,0
11385,2,2014,2018,5,266,0,0
11389,1,2014,2014,1,426,0,0
11391,11,2014,2017,4,114,0,0
11394,4,2014,2018,5,98,0,0
11399,14,2015,2019,5,43,0,1
11401,5,2014,2018,5,80,0,0
11404,105,2014,2026,13,2,3,21
11406,11,2014,2017,4,75,0,0
11408,15,2014,2015,2,2,5,15
11420,39,2014,2021,8,14,0,5
11427,11,2014,2017,4,108,0,0
11460,30,2015,2026,12,104,0,0
11464,311,2014,2026,13,1,26,136
11475,16,2014,2023,10,12,0,6
11480,14,2014,2024,11,28,0,1
11481,16,2014,2019,6,54,0,0
11489,3,2014,2023,10,63,0,0
11514,40,2014,2023,10,60,0,0
11515,23,2014,2024,11,80,0,0
11519,24,2014,2016,3,60,0,0
11524,13,2014,2023,10,9,1,2
11532,34,2014,2019,6,1,17,27
11557,27,2014,2026,13,5,1,2
11571,24,2014,2025,12,26,0,2
11588,9,2019,2026,8,146,0,0
11589,3,2019,2019,1,129,0,0
11592,18,2014,2024,11,8,1,3
11598,80,2014,2023,10,10,1,7
11601,17,2014,2015,2,123,0,0
11617,14,2014,2020,7,3,1,1
11670,28,2014,2026,13,6,1,5
11684,15,2014,2024,11,27,0,1
11687,3,2014,2016,3,76,0,0
11724,117,2014,2026,13,1,16,55
11741,18,2014,2025,12,55,0,0
11749,6,2014,2022,9,9,1,1
11752,3,2014,2016,3,49,0,1
11754,1,2014,2014,1,568,0,0
11755,32,2016,2019,4,6,1,3
11761,27,2014,2017,4,5,1,2
11763,10,2014,2025,12,68,0,0
11767,121,2014,2024,11,1,20,72
11775,1,2014,2014,1,9,1,1
11777,8,2014,2024,11,11,0,8
11807,64,2014,2026,13,9,1,16
11839,2,2014,2014,1,438,0,0
11847,11,2014,2022,9,61,0,0
11850,1,2014,2014,1,181,0,0
11853,20,2014,2025,12,64,0,0
11854,1,2014,2014,1,180,0,0
11859,3,2014,2016,3,343,0,0
11869,79,2014,2026,13,3,7,34
11899,6,2014,2016,3,144,0,0
11911,4,2015,2017,3,179,0,0
11912,1,2015,2015,1,613,0,0
11913,13,2014,2018,5,12,0,2
11921,55,2016,2026,11,10,1,5
11922,6,2015,2025,11,17,0,3
11925,37,2014,2017,4,34,0,2
11930,286,2014,2026,13,1,17,63
11931,4,2014,2015,2,21,0,1
11991,15,2014,2019,6,17,0,6
12002,14,2014,2025,12,38,0,1
12067,12,2014,2016,3,11,0,2
12078,22,2014,2022,9,7,1,3
12122,7,2016,2025,10,49,0,1
12123,3,2015,2018,4,184,0,0
12126,2,2015,2015,1,287,0,0
12131,4,2014,2017,4,55,0,0
12134,14,2014,2017,4,92,0,0
12143,37,2014,2023,10,49,0,1
12151,46,2014,2025,12,21,0,6
12154,10,2014,2016,3,98,0,0
12172,2,2014,2014,1,136,0,0
12185,11,2014,2019,6,99,0,0
12190,34,2014,2016,3,10,1,7
12222,4,2014,2017,4,128,0,0
12236,21,2014,2026,13,58,0,0
12250,1,2014,2014,1,303,0,0
12378,15,2014,2025,12,120,0,0
12379,7,2014,2024,11,55,0,0
12582,11,2014,2016,3,24,0,5
12584,2,2014,2015,2,119,0,0
12592,175,2015,2026,12,2,16,61
12597,3,2019,2025,7,89,0,0
12598,10,2015,2024,10,213,0,0
12599,252,2014,2026,13,1,103,218
12601,4,2014,2015,2,137,0,0
12618,14,2014,2023,10,26,0,1
12621,8,2014,2026,13,35,0,1
12631,41,2015,2024,10,25,0,3
12636,2,2014,2015,2,78,0,0
12639,14,2015,2017,3,136,0,0
12681,21,2014,2017,4,3,1,5
12685,32,2014,2026,13,92,0,0
12703,3,2014,2015,2,195,0,0
12719,5,2014,2021,8,134,0,0
12749,1,2015,2015,1,130,0,0
12750,973,2015,2026,12,1,66,364
12751,10,2015,2022,8,223,0,0
12756,129,2015,2020,6,1,23,97
12759,1,2015,2015,1,121,0,0
12763,6,2015,2023,9,66,0,0
12767,5,2015,2024,10,111,0,0
12768,4,2015,2021,7,136,0,0
12769,12,2015,2017,3,44,0,1
12781,20,2015,2019,5,23,0,2
12788,11,2015,2022,8,49,0,1
12794,72,2015,2025,11,20,0,14
12795,1,2015,2015,1,94,0,0
12823,120,2015,2020,6,29,0,5
12824,25,2015,2017,3,48,0,1
12847,2,2015,2015,1,8,1,1
12850,49,2015,2018,4,19,0,4
12858,108,2015,2026,12,2,10,52
12900,6,2020,2024,5,126,0,0
12905,35,2018,2026,9,80,0,0
12907,7,2015,2015,1,36,0,1
12912,4,2015,2020,6,109,0,0
12918,15,2015,2025,11,9,1,2
12919,70,2015,2025,11,26,0,5
12973,6,2016,2024,9,16,0,1
13162,72,2023,2026,4,4,2,7
13241,33,2015,2019,5,10,1,16
13243,6,2015,2017,3,12,0,2
13247,4,2015,2024,10,32,0,1
13280,50,2015,2026,12,43,0,1
13314,9,2015,2017,3,132,0,0
13320,6,2015,2020,6,60,0,0
13442,15,2015,2026,12,225,0,0
13443,5,2015,2019,5,29,0,1
13463,18,2015,2017,3,33,0,2
13476,29,2015,2017,3,92,0,0
13493,7,2015,2025,11,73,0,0
13548,13,2015,2021,7,48,0,1
13549,25,2015,2026,12,82,0,0
13555,6,2016,2025,10,109,0,0
13556,9,2016,2021,6,22,0,1
13560,43,2015,2025,11,6,2,14
13561,21,2016,2026,11,29,0,2
13563,2,2016,2022,7,218,0,0
13572,14,2015,2017,3,13,0,1
13575,160,2015,2026,12,1,72,137
13577,3,2015,2025,11,467,0,0
13587,3,2015,2015,1,173,0,0
13588,5,2015,2019,5,286,0,0
13591,81,2015,2026,12,37,0,3
13597,93,2015,2024,10,12,0,5
13598,8,2018,2023,6,37,0,1
13602,12,2015,2018,4,204,0,0
13603,2,2017,2017,1,127,0,0
13604,9,2019,2025,7,87,0,0
13605,231,2015,2026,12,3,9,72
13606,5,2015,2024,10,187,0,0
13610,39,2015,2019,5,2,1,1
13611,39,2015,2016,2,63,0,0
13615,2,2015,2015,1,78,0,0
13621,1,2018,2018,1,370,0,0
13630,10,2015,2015,1,115,0,0
13631,37,2015,2026,12,15,0,2
13637,1,2025,2025,1,1670,0,0
13640,14,2021,2025,5,56,0,0
13655,1,2015,2015,1,77,0,0
13656,6,2017,2026,10,18,0,1
13662,11,2015,2026,12,8,1,1
13666,6,2015,2017,3,55,0,0
13669,1,2015,2015,1,392,0,0
13672,19,2015,2016,2,49,0,1
13675,5,2015,2018,4,194,0,0
13680,115,2015,2026,12,17,0,7
13681,15,2016,2024,9,140,0,0
13684,25,2016,2025,10,82,0,0
13688,180,2015,2025,11,5,5,51
13691,262,2015,2026,12,8,3,33
13697,9,2019,2025,7,27,0,1
13705,12,2015,2015,1,14,0,6
13707,18,2015,2021,7,5,3,9
13710,30,2015,2026,12,7,1,6
13718,25,2015,2016,2,9,2,8
13719,76,2015,2025,11,1,6,22
13757,3,2020,2024,5,87,0,0
13768,7,2015,2017,3,22,0,3
13797,13,2015,2019,5,7,1,1
13798,8,2015,2016,2,58,0,0
13815,35,2016,2026,11,13,0,3
13830,92,2015,2018,4,2,3,46
13857,4,2024,2025,2,276,0,0
13859,5,2015,2018,4,267,0,0
13903,5,2020,2025,6,47,0,1
13967,17,2015,2022,8,23,0,1
13995,7,2015,2022,8,101,0,0
14051,1,2015,2015,1,85,0,0
14052,2,2015,2021,7,462,0,0
14061,1,2021,2021,1,771,0,0
14062,58,2015,2021,7,34,0,4
14064,10,2015,2016,2,97,0,0
14072,16,2015,2026,12,16,0,3
14073,2,2015,2015,1,496,0,0
14074,9,2018,2024,7,21,0,1
14109,34,2015,2026,12,13,0,5
14113,30,2015,2025,11,17,0,4
14114,8,2015,2023,9,23,0,2
14147,21,2015,2018,4,99,0,0
14156,75,2015,2018,4,16,0,13
14157,5,2016,2023,8,36,0,2
14158,5,2016,2024,9,108,0,0
14160,4,2015,2024,10,125,0,0
14162,51,2015,2025,11,34,0,3
14166,10,2015,2017,3,122,0,0
14169,1,2015,2015,1,215,0,0
14173,7,2015,2021,7,38,0,1
14174,11,2015,2016,2,63,0,0
14176,20,2017,2025,9,84,0,0
14321,72,2015,2026,12,2,6,27
14322,169,2015,2022,8,2,14,53
14331,8,2015,2017,3,53,0,0
14337,13,2015,2022,8,28,0,1
14345,2,2015,2015,1,39,0,1
14349,1,2015,2015,1,158,0,0
14350,1,2015,2015,1,251,0,0
14351,12,2015,2019,5,143,0,0
14354,104,2015,2021,7,5,3,31
14355,10,2015,2016,2,4,2,9
14356,35,2015,2023,9,44,0,1
14362,22,2015,2026,12,10,1,10
14364,6,2015,2019,5,8,1,4
14367,3,2015,2017,3,24,0,2
14373,7,2015,2024,10,28,0,5
14375,17,2015,2026,12,26,0,5
14393,52,2015,2025,11,1,21,39
14425,16,2015,2022,8,83,0,0
14449,11,2015,2016,2,11,0,3
14451,19,2015,2018,4,73,0,0
14482,93,2015,2026,12,4,4,31
14561,9,2015,2021,7,26,0,1
14668,9,2015,2016,2,173,0,0
14675,9,2015,2019,5,10,1,3
14692,14,2015,2025,11,158,0,0
14875,8,2015,2018,4,46,0,1
14878,3,2015,2018,4,185,0,0
14881,1,2015,2015,1,540,0,0
14883,1,2015,2015,1,615,0,0
14886,16,2015,2021,7,125,0,0
14887,24,2015,2023,9,12,0,3
14889,28,2019,2026,8,12,0,7
14971,24,2013,2024,12,38,0,2
14989,43,2015,2025,11,11,0,5
15081,71,2015,2021,7,11,0,10
15112,9,2015,2025,11,164,0,0
15134,2,2015,2015,1,503,0,0
15137,1,2015,2015,1,699,0,0
15140,6,2015,2016,2,137,0,0
15141,9,2015,2017,3,51,0,0
15142,12,2017,2026,10,147,0,0
15144,3,2015,2024,10,141,0,0
15150,9,2015,2021,7,114,0,0
15151,7,2015,2024,10,186,0,0
15154,303,2015,2026,12,1,9,85
15156,50,2015,2026,12,55,0,0
15159,5,2015,2026,12,96,0,0
15161,1,2015,2015,1,229,0,0
15163,136,2015,2026,12,1,14,59
15164,29,2016,2026,11,21,0,3
15165,6,2015,2018,4,33,0,1
15170,32,2015,2022,8,8,1,9
15173,1,2015,2015,1,70,0,0
15207,8,2015,2019,5,83,0,0
15209,15,2015,2023,9,4,6,9
15215,22,2015,2021,7,18,0,1
15251,24,2015,2021,7,18,0,3
15264,3,2015,2016,2,32,0,1
15266,19,2016,2026,11,51,0,0
15267,24,2015,2025,11,81,0,0
15268,43,2016,2026,11,67,0,0
15337,202,2015,2026,12,1,51,102
15341,390,2015,2026,12,3,10,104
15342,60,2015,2024,10,2,5,8
15360,59,2014,2025,12,1,4,9
15399,11,2015,2020,6,80,0,0
15402,27,2015,2023,9,38,0,3
15469,21,2015,2022,8,73,0,0
15482,71,2015,2026,12,45,0,2
15524,11,2015,2023,9,25,0,1
15554,43,2015,2019,5,4,2,15
15560,39,2015,2026,12,93,0,0
15565,3,2015,2016,2,104,0,0
15569,6,2015,2017,3,8,1,1
15663,26,2015,2018,4,2,7,8
15665,41,2015,2026,12,12,0,3
15699,1,2015,2015,1,447,0,0
15701,5,2015,2017,3,50,0,1
15704,14,2015,2018,4,123,0,0
15706,1,2015,2015,1,514,0,0
15712,74,2015,2026,12,1,40,52
15722,19,2015,2019,5,11,0,3
15724,7,2015,2017,3,278,0,0
15726,141,2015,2019,5,1,101,135
15734,13,2015,2018,4,14,0,2
15745,11,2015,2025,11,2,2,4
15779,13,2015,2019,5,77,0,0
15937,5,2015,2022,8,42,0,1
15949,6,2015,2018,4,89,0,0
15965,12,2015,2025,11,12,0,3
16070,47,2015,2026,12,33,0,3
16088,133,2015,2026,12,1,18,68
16091,4,2015,2021,7,219,0,0
16092,6,2015,2026,12,198,0,0
16093,14,2015,2025,11,7,1,4
16095,19,2015,2025,11,1,5,15
16116,6,2015,2017,3,2,1,1
16118,21,2015,2020,6,42,0,3
16121,3,2022,2026,5,89,0,0
16125,13,2015,2024,10,5,3,9
16149,147,2015,2024,10,9,1,10
16168,16,2015,2019,5,20,0,3
16172,118,2015,2026,12,7,3,22
16181,2,2018,2022,5,28,0,1
16266,27,2018,2024,7,81,0,0
16280,11,2020,2020,1,103,0,0
16289,50,2015,2024,10,112,0,0
16311,14,2017,2026,10,6,1,1
16535,17,2015,2025,11,36,0,2
16538,6,2015,2026,12,347,0,0
16540,1,2015,2015,1,197,0,0
16541,6,2015,2021,7,124,0,0
16545,3,2015,2022,8,401,0,0
16546,6,2015,2023,9,326,0,0
16560,11,2015,2025,11,80,0,0
16587,2,2015,2021,7,24,0,1
16596,21,2015,2026,12,19,0,2
16658,82,2015,2026,12,14,0,9
16687,8,2015,2025,11,33,0,3
16689,3,2016,2026,11,100,0,0
16691,578,2015,2026,12,1,79,270
16698,75,2015,2019,5,12,0,11
16700,286,2015,2025,11,1,49,154
16701,180,2016,2026,11,62,0,0
16702,10,2015,2018,4,1,7,8
16713,16,2013,2025,13,4,5,9
16714,14,2015,2018,4,69,0,0
16740,104,2015,2026,12,1,19,59
16769,4,2015,2016,2,94,0,0
16774,4,2020,2024,5,103,0,0
16781,2,2023,2025,3,349,0,0
16785,10,2015,2024,10,17,0,4
16789,171,2017,2024,8,3,12,42
16795,5,2016,2024,9,60,0,0
16796,1,2018,2018,1,818,0,0
16797,5,2017,2026,10,70,0,0
16812,101,2015,2026,12,3,4,30
16814,1,2015,2015,1,227,0,0
16816,22,2015,2026,12,56,0,0
16820,1,2015,2015,1,223,0,0
16821,1,2023,2023,1,88,0,0
16826,2,2019,2019,1,145,0,0
16827,15,2016,2025,10,22,0,1
16828,4,2019,2026,8,97,0,0
16831,19,2015,2017,3,28,0,4
16832,3,2015,2018,4,120,0,0
16833,2,2015,2015,1,367,0,0
16834,3,2015,2019,5,73,0,0
16845,23,2015,2016,2,23,0,4
16854,4,2015,2019,5,54,0,0
16856,82,2015,2025,11,1,2,7
16864,33,2015,2018,4,20,0,4
16879,9,2015,2017,3,54,0,0
16888,35,2015,2026,12,19,0,2
16889,17,2015,2020,6,72,0,0
16907,3,2015,2017,3,205,0,0
16913,8,2015,2026,12,65,0,0
16919,81,2015,2022,8,4,7,35
16922,4,2015,2017,3,262,0,0
16931,63,2015,2021,7,43,0,1
16952,17,2015,2021,7,56,0,0
16956,4,2020,2026,7,43,0,2
16967,6,2022,2025,4,85,0,0
16972,7,2016,2024,9,81,0,0
16973,10,2015,2016,2,34,0,1
16978,253,2015,2024,10,1,103,208
16979,82,2015,2018,4,2,3,15
16980,12,2016,2018,3,126,0,0
16982,1,2015,2015,1,740,0,0
16987,12,2021,2025,5,22,0,2
16989,5,2016,2024,9,10,1,1
16996,1,2018,2018,1,991,0,0
17039,17,2015,2024,10,3,4,11
17043,87,2015,2018,4,14,0,6
17056,5,2015,2018,4,21,0,1
17057,91,2015,2019,5,9,1,22
17058,79,2015,2026,12,1,7,22
17062,13,2015,2017,3,159,0,0
17063,2,2015,2018,4,371,0,0
17086,13,2015,2016,2,61,0,0
17178,8,2015,2025,11,54,0,0
17203,17,2015,2021,7,3,1,3
17222,158,2015,2026,12,7,2,15
17280,3,2015,2015,1,175,0,0
17283,4,2015,2025,11,371,0,0
17286,2,2015,2015,1,379,0,0
17290,25,2015,2025,11,52,0,0
17292,7,2015,2024,10,148,0,0
17296,249,2015,2026,12,8,2,29
17303,19,2015,2016,2,7,1,4
17307,4,2015,2016,2,257,0,0
17309,9,2015,2018,4,151,0,0
17311,40,2015,2026,12,84,0,0
17312,11,2015,2015,1,14,0,3
17319,16,2015,2025,11,21,0,4
17321,7,2015,2022,8,96,0,0
17325,28,2015,2025,11,2,3,8
17326,4,2019,2020,2,57,0,0
17335,29,2015,2019,5,11,0,15
17336,105,2014,2023,10,2,1,19
17340,18,2015,2016,2,33,0,1
17358,22,2015,2023,9,59,0,0
17395,22,2015,2024,10,56,0,0
17400,4,2015,2017,3,146,0,0
17424,62,2015,2025,11,3,3,18
17437,5,2015,2026,12,96,0,0
17457,42,2015,2021,7,40,0,1
17482,6,2015,2024,10,424,0,0
17483,5,2015,2022,8,105,0,0
17541,13,2015,2017,3,6,2,4
17610,17,2015,2026,12,44,0,1
17625,22,2015,2025,11,9,1,3
17631,18,2015,2016,2,32,0,1
17635,18,2015,2017,3,69,0,0
17640,6,2015,2015,1,321,0,0
17645,4,2014,2017,4,6,2,3
17659,23,2017,2025,9,64,0,0
17663,16,2015,2025,11,131,0,0
17666,1,2016,2016,1,359,0,0
17667,1,2015,2015,1,588,0,0
17671,27,2015,2023,9,39,0,1
17674,10,2016,2024,9,102,0,0
17680,1,2021,2021,1,50,0,1
17682,5,2015,2024,10,189,0,0
17683,14,2015,2019,5,93,0,0
17691,6,2015,2020,6,19,0,2
17696,5,2015,2024,10,61,0,0
17698,10,2016,2026,11,133,0,0
17699,1,2016,2016,1,531,0,0
17704,9,2015,2018,4,73,0,0
17705,1,2015,2015,1,322,0,0
17718,3,2015,2016,2,228,0,0
17725,3,2015,2015,1,39,0,1
17731,19,2015,2024,10,30,0,2
17737,10,2015,2025,11,45,0,1
18383,62,2015,2026,12,6,1,12
18386,16,2015,2021,7,51,0,0
18400,10,2015,2019,5,140,0,0
18405,9,2015,2018,4,11,0,5
18419,184,2015,2025,11,2,46,118
18421,34,2015,2020,6,18,0,1
18429,5,2015,2016,2,111,0,0
18431,13,2015,2020,6,48,0,2
18435,104,2015,2026,12,40,0,4
18449,7,2015,2022,8,115,0,0
18475,11,2015,2018,4,186,0,0
18482,2,2015,2015,1,255,0,0
18485,9,2015,2017,3,171,0,0
18489,10,2015,2022,8,56,0,0
18572,10,2015,2018,4,167,0,0
18610,11,2015,2020,6,524,0,0
18628,6,2015,2017,3,9,1,1
18669,1,2015,2015,1,784,0,0
18730,38,2015,2024,10,15,0,1
18761,12,2015,2020,6,223,0,0
18828,5,2015,2024,10,84,0,0
18925,133,2015,2026,12,12,0,52
18949,19,2015,2026,12,23,0,1
18992,13,2015,2025,11,30,0,3
19017,55,2015,2025,11,17,0,4
19039,1,2024,2024,1,147,0,0
19040,14,2015,2025,11,2,4,9
19046,6,2015,2019,5,163,0,0
19048,15,2015,2022,8,45,0,1
19049,12,2015,2024,10,13,0,1
19052,2,2015,2020,6,342,0,0
19054,12,2015,2021,7,170,0,0
19056,8,2015,2017,3,109,0,0
19057,22,2015,2017,3,18,0,2
19060,8,2016,2019,4,85,0,0
19064,43,2016,2017,2,11,0,4
19065,7,2015,2018,4,50,0,1
19073,15,2015,2019,5,18,0,2
19075,8,2015,2017,3,64,0,0
19078,25,2017,2026,10,62,0,0
19086,13,2015,2016,2,29,0,3
19098,3,2015,2019,5,100,0,0
19102,18,2015,2023,9,42,0,2
19118,37,2015,2025,11,19,0,6
19120,36,2015,2021,7,56,0,0
19129,82,2015,2026,12,40,0,3
19141,28,2015,2017,3,58,0,0
19169,12,2015,2016,2,86,0,0
19179,2,2015,2017,3,9,1,1
19190,3,2015,2023,9,169,0,0
19194,25,2015,2025,11,7,3,9
19195,88,2015,2022,8,32,0,2
19203,1,2022,2022,1,2014,0,0
19205,5,2015,2015,1,47,0,1
19207,5,2015,2015,1,46,0,1
19208,191,2015,2026,12,1,91,152
19209,9,2015,2016,2,164,0,0
19214,39,2015,2022,8,69,0,0
19215,30,2015,2017,3,10,1,2
19216,98,2015,2023,9,1,11,44
19217,1,2015,2015,1,676,0,0
19219,1,2015,2015,1,93,0,0
19220,2,2015,2015,1,120,0,0
19226,31,2015,2022,8,36,0,3
19228,5,2015,2020,6,21,0,2
19229,52,2015,2020,6,74,0,0
19230,37,2015,2018,4,42,0,2
19242,45,2015,2022,8,61,0,0
19275,12,2015,2017,3,48,0,1
19298,21,2015,2018,4,54,0,0
19339,172,2015,2026,12,1,24,85
19344,10,2015,2026,12,14,0,1
19355,7,2015,2017,3,1,7,7
19364,16,2015,2017,3,24,0,2
19386,6,2015,2018,4,52,0,0
19396,6,2015,2017,3,190,0,0
19552,9,2015,2016,2,275,0,0
19772,84,2015,2026,12,73,0,0
19778,8,2015,2025,11,19,0,1
19794,1,2017,2017,1,1325,0,0
19796,8,2015,2025,11,146,0,0
19800,24,2015,2018,4,4,1,9
19876,15,2015,2025,11,4,3,4
19877,1,2015,2015,1,327,0,0
19905,16,2015,2025,11,17,0,1
19912,6,2015,2017,3,66,0,0
19952,61,2015,2025,11,11,0,2
19955,12,2015,2024,10,66,0,0
20102,25,2015,2018,4,28,0,1
20127,10,2015,2025,11,6,1,2
20175,2,2015,2026,12,88,0,0
20210,87,2015,2025,11,41,0,1
20245,14,2017,2026,10,17,0,1
20263,22,2015,2020,6,18,0,4
20264,13,2015,2026,12,9,1,1
20265,9,2015,2018,4,132,0,0
20278,10,2015,2023,9,20,0,2
20305,14,2015,2022,8,18,0,2
20387,13,2016,2025,10,73,0,0
20391,9,2015,2023,9,27,0,1
20393,1,2023,2023,1,407,0,0
20454,6,2015,2023,9,92,0,0
20462,27,2015,2022,8,17,0,1
20485,4,2015,2015,1,64,0,0
20488,7,2015,2021,7,41,0,1
20489,25,2015,2026,12,80,0,0
20499,26,2016,2026,11,7,2,5
20504,14,2015,2024,10,41,0,1
20508,19,2015,2016,2,44,0,1
20514,1,2015,2015,1,38,0,1
20516,37,2015,2025,11,69,0,0
20521,1,2016,2016,1,403,0,0
20522,75,2015,2019,5,55,0,0
20524,10,2015,2025,11,15,0,4
20525,12,2015,2017,3,156,0,0
20531,178,2015,2025,11,3,14,69
20533,15,2015,2017,3,38,0,1
20535,10,2015,2018,4,10,1,2
20538,1,2025,2025,1,136,0,0
20539,3,2016,2019,4,65,0,0
20541,151,2015,2026,12,4,4,29
20542,4,2015,2016,2,120,0,0
20555,98,2015,2026,12,2,18,68
20556,82,2015,2022,8,12,0,31
20562,11,2015,2017,3,61,0,0
20563,84,2015,2019,5,7,1,5
20589,14,2015,2024,10,23,0,1
20616,22,2015,2019,5,10,1,5
20630,10,2015,2020,6,153,0,0
20634,53,2015,2026,12,1,14,25
20659,53,2015,2026,12,5,2,19
20720,8,2015,2022,8,341,0,0
20740,55,2015,2020,6,1,15,25
20747,1,2015,2015,1,527,0,0
20748,1,2017,2017,1,651,0,0
20749,7,2015,2018,4,35,0,1
20751,3,2016,2023,8,177,0,0
20752,23,2016,2019,4,10,1,5
20753,6,2017,2017,1,22,0,1
20755,12,2019,2026,8,9,1,3
20756,1,2015,2015,1,123,0,0
20757,10,2015,2018,4,170,0,0
20766,37,2015,2025,11,41,0,1
20769,56,2015,2025,11,2,1,17
20770,2,2015,2015,1,56,0,0
20780,13,2016,2025,10,5,1,1
20783,9,2015,2019,5,15,0,2
20784,3,2015,2018,4,225,0,0
20787,19,2015,2024,10,36,0,2
20799,16,2015,2026,12,11,0,2
20811,7,2015,2017,3,16,0,2
20820,10,2021,2026,6,101,0,0
20892,5,2016,2016,1,103,0,0
20893,7,2015,2026,12,102,0,0
20896,2,2015,2015,1,281,0,0
