team_id,n_events,first_year,last_year,years_active,best_place,top10_count,top50_count
32598,20,2016,2018,3,27,0,4
32602,37,2016,2024,9,1,3,12
32604,1,2016,2016,1,11,0,1
32618,22,2016,2019,4,39,0,2
32621,188,2016,2026,11,1,40,86
32637,28,2016,2025,10,114,0,0
32638,111,2016,2022,7,2,20,65
32662,11,2016,2017,2,35,0,1
32664,21,2016,2018,3,50,0,1
32672,6,2016,2019,4,126,0,0
32680,5,2016,2021,6,278,0,0
32685,42,2016,2019,4,40,0,1
32693,1,2016,2016,1,113,0,0
32697,43,2016,2020,5,28,0,3
32698,16,2016,2026,11,35,0,1
32701,2,2024,2025,2,147,0,0
32706,17,2016,2021,6,50,0,1
32719,20,2016,2018,3,2,6,7
32724,20,2016,2022,7,28,0,2
32726,10,2018,2019,2,185,0,0
32727,3,2016,2019,4,497,0,0
32733,100,2016,2022,7,19,0,21
32738,16,2016,2018,3,127,0,0
32748,3,2016,2025,10,190,0,0
32751,48,2016,2018,3,6,1,5
32753,4,2016,2019,4,324,0,0
32758,4,2016,2018,3,121,0,0
32761,19,2016,2021,6,45,0,2
32762,6,2016,2018,3,70,0,0
32773,3,2016,2022,7,631,0,0
32775,3,2021,2025,5,276,0,0
32781,65,2016,2025,10,35,0,1
32783,30,2016,2021,6,2,9,23
32786,16,2016,2025,10,9,1,3
32789,11,2017,2017,1,50,0,1
32790,1,2016,2016,1,300,0,0
32794,7,2020,2024,5,163,0,0
32805,13,2017,2025,9,58,0,0
32841,10,2016,2020,5,151,0,0
32875,91,2016,2022,7,33,0,5
32901,24,2016,2021,6,89,0,0
33003,45,2016,2022,7,12,0,4
33015,5,2016,2021,6,59,0,0
33040,90,2016,2025,10,12,0,8
33086,7,2017,2026,10,17,0,1
33135,26,2016,2019,4,14,0,6
33157,31,2016,2025,10,6,1,1
33162,10,2016,2018,3,6,1,3
33207,13,2016,2023,8,42,0,1
33225,6,2016,2026,11,123,0,0
33354,12,2016,2017,2,5,1,4
33355,1,2017,2017,1,326,0,0
33356,29,2016,2020,5,173,0,0
33358,1,2025,2025,1,217,0,0
33362,32,2016,2026,11,4,11,27
33540,3,2016,2018,3,44,0,1
33545,5,2016,2019,4,107,0,0
33598,21,2016,2025,10,15,0,5
33625,7,2016,2022,7,162,0,0
33626,4,2016,2020,5,243,0,0
33781,52,2016,2023,8,3,4,10
33789,14,2016,2023,8,110,0,0
33796,14,2016,2023,8,15,0,2
33814,6,2019,2025,7,13,0,1
33816,29,2017,2020,4,92,0,0
33821,33,2017,2025,9,53,0,0
33824,7,2021,2026,6,17,0,2
33827,4,2017,2024,8,134,0,0
33831,1,2017,2017,1,73,0,0
33845,6,2017,2019,3,16,0,4
33849,15,2017,2022,6,12,0,1
33861,18,2017,2021,5,196,0,0
33869,1,2023,2023,1,442,0,0
33877,15,2016,2020,5,12,0,2
33890,30,2017,2024,8,50,0,1
33893,219,2017,2026,10,1,90,172
33894,2,2017,2017,1,184,0,0
33905,4,2017,2017,1,236,0,0
33909,46,2017,2018,2,40,0,1
33913,30,2017,2026,10,10,1,4
33914,13,2017,2018,2,18,0,1
33916,7,2017,2020,4,71,0,0
33924,9,2017,2017,1,63,0,0
33931,3,2017,2017,1,63,0,0
33938,9,2017,2019,3,14,0,2
33945,17,2017,2025,9,35,0,1
33949,25,2017,2018,2,23,0,2
33980,16,2017,2026,10,19,0,2
33990,69,2017,2020,4,6,3,18
33999,5,2017,2017,1,124,0,0
34002,14,2017,2017,1,20,0,3
34005,1,2017,2017,1,964,0,0
34010,17,2017,2022,6,24,0,4
34015,1,2017,2017,1,647,0,0
34018,34,2017,2019,3,21,0,2
34019,35,2017,2022,6,9,1,15
34023,1,2017,2017,1,664,0,0
34025,22,2017,2019,3,31,0,3
34028,19,2017,2020,4,24,0,4
34030,7,2017,2018,2,15,0,2
34031,2,2017,2017,1,79,0,0
34034,1,2024,2024,1,1056,0,0
34036,90,2017,2025,9,1,8,39
34038,43,2017,2019,3,6,1,12
34041,9,2017,2022,6,59,0,0
34042,8,2017,2020,4,160,0,0
34043,18,2017,2018,2,43,0,1
34111,55,2017,2024,8,3,2,11
34113,19,2017,2021,5,15,0,5
34135,17,2017,2025,9,86,0,0
34137,14,2017,2021,5,76,0,0
34141,17,2017,2019,3,15,0,7
34163,44,2017,2024,8,23,0,3
34228,4,2017,2020,4,266,0,0
34232,5,2017,2025,9,328,0,0
34345,59,2017,2025,9,69,0,0
34357,18,2017,2026,10,17,0,2
34442,77,2017,2022,6,7,6,24
34448,7,2017,2026,10,16,0,2
34451,3,2017,2017,1,125,0,0
34453,16,2017,2024,8,8,2,5
34455,4,2017,2017,1,141,0,0
34459,2,2017,2020,4,164,0,0
34460,13,2017,2018,2,25,0,4
34465,129,2017,2021,5,3,11,61
34468,1,2017,2017,1,163,0,0
34474,8,2017,2020,4,6,1,2
34478,2,2017,2017,1,287,0,0
34480,38,2017,2019,3,7,1,13
34481,5,2017,2022,6,99,0,0
34489,4,2017,2020,4,16,0,1
34529,3,2017,2020,4,179,0,0
34547,12,2017,2017,1,54,0,0
34572,64,2017,2023,7,1,5,21
34618,41,2017,2019,3,57,0,0
34619,300,2014,2026,13,2,35,188
34626,22,2017,2018,2,19,0,4
34638,5,2017,2017,1,205,0,0
34641,9,2017,2024,8,205,0,0
34642,16,2017,2018,2,3,1,5
34650,13,2019,2026,8,120,0,0
34651,4,2017,2025,9,110,0,0
34658,4,2017,2022,6,186,0,0
34662,9,2017,2025,9,149,0,0
34666,1,2024,2024,1,1457,0,0
34669,9,2017,2017,1,17,0,2
34670,5,2017,2017,1,188,0,0
34687,13,2017,2020,4,44,0,1
34834,10,2017,2025,9,133,0,0
34836,15,2017,2020,4,63,0,0
34838,6,2020,2022,3,54,0,0
34839,2,2017,2017,1,185,0,0
34842,9,2017,2025,9,75,0,0
34844,2,2017,2019,3,542,0,0
34845,1,2017,2017,1,50,0,1
34846,1,2017,2017,1,67,0,0
34850,3,2017,2025,9,52,0,0
34852,4,2017,2018,2,26,0,1
34854,1,2017,2017,1,52,0,0
34863,16,2017,2018,2,31,0,2
34865,1,2017,2017,1,388,0,0
34866,5,2017,2026,10,296,0,0
34870,53,2017,2020,4,31,0,2
34871,1,2017,2017,1,66,0,0
34874,2,2017,2017,1,297,0,0
34875,20,2017,2025,9,33,0,3
34876,15,2017,2020,4,61,0,0
34878,112,2017,2026,10,1,36,70
34879,4,2017,2022,6,28,0,1
34882,6,2017,2025,9,160,0,0
34886,2,2017,2017,1,308,0,0
34892,8,2019,2026,8,97,0,0
34895,2,2017,2017,1,73,0,0
34898,2,2017,2017,1,317,0,0
34902,31,2017,2023,7,61,0,0
34906,1,2017,2017,1,431,0,0
34907,1,2017,2017,1,68,0,0
34909,1,2017,2017,1,224,0,0
34912,15,2017,2019,3,64,0,0
34913,8,2017,2024,8,83,0,0
34914,1,2017,2017,1,860,0,0
34918,4,2017,2026,10,160,0,0
34926,19,2017,2021,5,1,7,18
34936,25,2017,2021,5,2,3,6
34942,414,2017,2026,10,3,13,157
34958,14,2017,2024,8,17,0,1
35072,14,2017,2025,9,28,0,1
35085,8,2017,2025,9,80,0,0
35091,7,2017,2026,10,26,0,1
35257,7,2018,2024,7,17,0,1
35258,16,2018,2025,8,22,0,4
35261,4,2017,2026,10,103,0,0
35268,1,2017,2017,1,648,0,0
35270,1,2019,2019,1,779,0,0
35272,18,2017,2018,2,9,1,1
35273,28,2017,2021,5,6,2,14
35274,15,2020,2026,7,32,0,3
35279,13,2017,2023,7,27,0,1
35287,34,2017,2024,8,3,2,8
35288,1,2021,2021,1,1200,0,0
35294,23,2017,2020,4,22,0,2
35295,33,2017,2024,8,4,3,15
35298,9,2017,2020,4,25,0,1
35301,12,2020,2025,6,39,0,2
35312,14,2017,2018,2,22,0,3
35357,4,2017,2020,4,179,0,0
35542,8,2017,2026,10,55,0,0
35546,14,2017,2026,10,10,1,3
35562,35,2017,2026,10,3,6,17
35566,6,2017,2020,4,148,0,0
35570,1,2017,2017,1,472,0,0
35575,3,2017,2022,6,75,0,0
35577,7,2017,2018,2,40,0,2
35578,1,2017,2017,1,184,0,0
35579,6,2017,2020,4,24,0,1
35585,2,2017,2017,1,291,0,0
35587,8,2020,2026,7,103,0,0
35588,1,2020,2020,1,171,0,0
35595,10,2017,2025,9,13,0,1
35596,1,2017,2017,1,977,0,0
35597,118,2017,2022,6,10,1,2
35600,5,2017,2025,9,55,0,0
35605,1,2017,2017,1,124,0,0
35608,11,2017,2017,1,175,0,0
35610,1,2017,2017,1,836,0,0
35613,3,2017,2022,6,308,0,0
35619,3,2023,2025,3,14,0,1
35620,1,2017,2017,1,341,0,0
35621,2,2017,2017,1,69,0,0
35622,3,2017,2022,6,2,3,3
35626,133,2017,2026,10,7,2,19
35630,101,2017,2023,7,8,1,9
35710,66,2017,2020,4,10,1,11
35739,4,2017,2018,2,10,1,4
35749,79,2017,2026,10,5,4,32
35753,43,2017,2025,9,9,2,15
35760,13,2017,2018,2,55,0,0
35883,1,2017,2017,1,463,0,0
35900,6,2017,2025,9,130,0,0
36002,171,2017,2026,10,9,2,20
36012,47,2017,2026,10,17,0,3
36082,9,2017,2018,2,221,0,0
36087,36,2017,2026,10,6,4,15
36113,3,2017,2017,1,113,0,0
36117,17,2017,2023,7,90,0,0
36118,18,2017,2019,3,103,0,0
36125,4,2020,2022,3,37,0,1
36128,42,2017,2022,6,67,0,0
36130,22,2017,2018,2,81,0,0
36133,16,2017,2020,4,96,0,0
36138,31,2017,2021,5,32,0,2
36139,13,2017,2021,5,72,0,0
36143,11,2017,2026,10,17,0,1
36147,6,2017,2020,4,139,0,0
36161,10,2017,2020,4,81,0,0
36167,11,2017,2018,2,10,1,3
36185,24,2017,2019,3,18,0,2
36228,26,2017,2025,9,52,0,0
36273,43,2017,2026,10,3,7,19
36281,127,2017,2026,10,1,14,48
36289,10,2017,2022,6,20,0,1
36342,2,2017,2019,3,130,0,0
36351,10,2017,2019,3,19,0,1
36375,3,2020,2022,3,39,0,1
36437,171,2017,2026,10,6,1,8
36439,26,2017,2022,6,1,15,19
36442,6,2017,2020,4,5,1,2
36450,14,2017,2022,6,53,0,0
36612,3,2017,2017,1,287,0,0
36633,3,2017,2020,4,187,0,0
36642,11,2017,2025,9,18,0,1
36671,6,2017,2025,9,18,0,1
36893,3,2017,2025,9,9,1,1
36988,7,2017,2023,7,113,0,0
37180,37,2017,2023,7,63,0,0
37194,40,2017,2025,9,56,0,0
37213,36,2017,2026,10,70,0,0
37352,195,2016,2026,11,2,5,31
37683,5,2022,2026,5,178,0,0
37717,2,2022,2023,2,87,0,0
37718,6,2017,2017,1,203,0,0
37720,6,2017,2018,2,57,0,0
37721,1,2020,2020,1,148,0,0
37723,1,2021,2021,1,758,0,0
37725,9,2017,2018,2,56,0,0
37731,27,2017,2021,5,25,0,2
37733,1,2018,2018,1,183,0,0
37736,9,2018,2022,5,45,0,1
37738,4,2017,2017,1,207,0,0
37739,3,2017,2017,1,88,0,0
37744,14,2017,2021,5,33,0,2
37746,12,2017,2020,4,66,0,0
37751,36,2017,2019,3,12,0,5
37752,1,2017,2017,1,278,0,0
37758,5,2022,2022,1,17,0,1
37765,6,2021,2025,5,103,0,0
37768,94,2017,2024,8,1,14,54
37769,1,2026,2026,1,246,0,0
37808,2,2019,2020,2,45,0,1
37817,8,2017,2023,7,17,0,5
37820,25,2021,2024,4,3,4,12
37849,437,2017,2026,10,11,0,68
37987,15,2017,2019,3,7,2,3
38068,1,2017,2017,1,1193,0,0
38069,10,2017,2025,9,31,0,1
38071,3,2017,2017,1,43,0,1
38074,2,2025,2026,2,153,0,0
38085,12,2017,2021,5,39,0,1
38088,2,2017,2017,1,103,0,0
38101,35,2017,2025,9,18,0,7
38103,1,2017,2017,1,339,0,0
38105,41,2017,2021,5,38,0,1
38107,6,2018,2026,9,102,0,0
38110,2,2017,2017,1,384,0,0
38111,1,2017,2017,1,326,0,0
38112,13,2018,2020,3,100,0,0
38122,15,2017,2019,3,5,1,4
38125,2,2017,2017,1,3,1,1
38132,8,2017,2018,2,46,0,1
38158,30,2017,2018,2,2,1,5
38172,4,2017,2024,8,202,0,0
38174,11,2017,2018,2,48,0,1
38238,22,2017,2018,2,2,1,7
38248,4,2017,2022,6,7,1,1
38264,43,2017,2026,10,30,0,3
38322,2,2017,2017,1,192,0,0
38326,11,2017,2018,2,85,0,0
38327,3,2017,2025,9,202,0,0
38328,23,2017,2021,5,10,1,7
38330,33,2017,2025,9,37,0,3
38331,101,2018,2026,9,1,6,17
38333,8,2017,2024,8,90,0,0
38334,1,2017,2017,1,182,0,0
38374,19,2017,2025,9,32,0,1
38469,1,2017,2017,1,391,0,0
38496,12,2017,2020,4,130,0,0
38523,18,2017,2022,6,5,2,5
38526,1,2022,2022,1,502,0,0
38527,2,2018,2018,1,288,0,0
38531,1,2017,2017,1,435,0,0
38533,10,2017,2025,9,155,0,0
38534,16,2017,2019,3,22,0,3
38544,13,2017,2020,4,65,0,0
38545,8,2017,2023,7,56,0,0
38547,1,2017,2017,1,261,0,0
38548,8,2017,2021,5,51,0,0
38550,18,2017,2019,3,46,0,2
38560,38,2017,2023,7,21,0,12
38561,1,2017,2017,1,35,0,1
38563,1,2017,2017,1,135,0,0
38564,22,2017,2025,9,6,5,12
38574,75,2017,2025,9,3,2,15
38581,1,2017,2017,1,87,0,0
38626,6,2017,2021,5,144,0,0
38651,12,2017,2018,2,32,0,1
38712,20,2017,2025,9,25,0,2
38746,11,2017,2019,3,43,0,1
38748,11,2017,2019,3,58,0,0
38749,12,2017,2020,4,9,1,5
38755,38,2017,2023,7,22,0,3
38838,40,2017,2021,5,1,27,37
38869,29,2017,2017,1,8,1,4
38901,26,2017,2020,4,1,21,22
38904,10,2017,2024,8,30,0,2
39052,17,2017,2023,7,37,0,3
39346,42,2017,2020,4,3,1,7
39361,13,2017,2020,4,103,0,0
39363,45,2017,2026,10,67,0,0
39366,6,2017,2019,3,45,0,2
39367,1,2017,2017,1,529,0,0
39407,17,2017,2024,8,121,0,0
39426,17,2017,2018,2,52,0,0
39437,123,2017,2026,10,5,3,16
39449,2,2022,2023,2,143,0,0
39569,18,2017,2019,3,53,0,0
39586,2,2021,2021,1,578,0,0
39587,4,2017,2026,10,80,0,0
39589,5,2017,2019,3,85,0,0
39591,1,2017,2017,1,866,0,0
39593,2,2017,2018,2,201,0,0
39595,63,2017,2026,10,21,0,1
39599,17,2017,2021,5,58,0,0
39602,2,2017,2017,1,525,0,0
39619,1,2017,2017,1,6,1,1
39621,3,2017,2023,7,96,0,0
39630,1,2017,2017,1,535,0,0
39645,19,2017,2026,10,3,1,2
39648,4,2017,2023,7,355,0,0
39661,19,2017,2018,2,14,0,4
39663,7,2017,2017,1,91,0,0
39664,37,2017,2022,6,8,1,10
39667,33,2017,2019,3,77,0,0
39678,138,2017,2021,5,7,2,11
39697,9,2017,2021,5,47,0,1
39699,3,2017,2019,3,57,0,0
39720,5,2017,2021,5,20,0,1
39727,52,2017,2026,10,7,3,14
39754,34,2017,2026,10,16,0,14
39882,8,2020,2024,5,236,0,0
39885,62,2017,2022,6,1,7,25
39900,12,2022,2026,5,36,0,1
39905,12,2024,2025,2,17,0,1
39943,7,2018,2022,5,32,0,2
39947,86,2017,2024,8,87,0,0
39950,50,2017,2022,6,3,2,8
39957,11,2017,2017,1,32,0,3
39958,2,2017,2018,2,316,0,0
39964,54,2017,2023,7,26,0,4
39971,142,2017,2026,10,1,15,67
40032,11,2023,2025,3,6,1,2
40077,4,2021,2023,3,83,0,0
40121,13,2017,2026,10,121,0,0
40124,37,2017,2024,8,17,0,2
40128,29,2017,2025,9,63,0,0
40156,30,2017,2018,2,9,1,6
40162,1,2017,2017,1,1963,0,0
40177,9,2021,2025,5,212,0,0
40178,6,2018,2025,8,153,0,0
40182,6,2018,2019,2,23,0,1
40193,19,2017,2019,3,3,2,7
40196,1,2017,2017,1,1755,0,0
40199,1,2019,2019,1,68,0,0
40205,3,2017,2025,9,247,0,0
40218,1,2017,2017,1,1854,0,0
40222,94,2017,2020,4,1,2,22
40229,14,2017,2026,10,90,0,0
40234,2,2017,2025,9,58,0,0
40246,3,2023,2025,3,22,0,1
40249,36,2017,2022,6,15,0,5
40251,1,2023,2023,1,770,0,0
40259,2,2017,2017,1,57,0,0
40271,2,2021,2022,2,378,0,0
40284,5,2017,2019,3,77,0,0
40291,9,2017,2018,2,193,0,0
40294,3,2022,2025,4,629,0,0
40300,9,2018,2025,8,111,0,0
40306,1,2017,2017,1,866,0,0
40328,2,2022,2025,4,97,0,0
40334,26,2018,2023,6,70,0,0
40337,1,2017,2017,1,236,0,0
40338,5,2018,2020,3,83,0,0
40340,2,2017,2018,2,250,0,0
42318,17,2017,2022,6,2,10,16
42327,24,2017,2025,9,19,0,3
42340,9,2017,2017,1,1,1,5
42368,9,2017,2023,7,6,1,5
42408,10,2017,2019,3,34,0,1
42506,120,2017,2025,9,14,0,4
42526,18,2013,2025,13,15,0,6
42541,6,2017,2020,4,89,0,0
42700,10,2017,2017,1,70,0,0
42768,88,2017,2026,10,16,0,8
42816,11,2017,2020,4,40,0,1
42865,125,2017,2024,8,27,0,7
42892,194,2017,2026,10,21,0,10
42925,2,2017,2024,8,167,0,0
42934,183,2017,2026,10,1,115,164
43220,5,2017,2021,5,30,0,2
43315,98,2017,2026,10,7,2,10
43361,4,2017,2020,4,35,0,1
43363,9,2017,2023,7,53,0,0
43371,1,2017,2017,1,331,0,0
43372,14,2018,2025,8,30,0,4
43375,1,2017,2017,1,85,0,0
43376,1,2019,2019,1,195,0,0
43377,104,2017,2026,10,9,4,31
43379,1,2021,2021,1,257,0,0
43380,13,2017,2021,5,4,1,7
43398,3,2017,2023,7,329,0,0
43413,9,2017,2019,3,152,0,0
43424,22,2017,2018,2,2,1,2
43453,2,2017,2020,4,145,0,0
43479,11,2017,2022,6,89,0,0
43616,12,2017,2018,2,214,0,0
43622,9,2017,2021,5,144,0,0
43625,7,2018,2025,8,224,0,0
43626,1,2019,2019,1,842,0,0
43633,8,2017,2021,5,27,0,5
43636,11,2017,2025,9,2,5,7
43668,4,2017,2022,6,16,0,2
43689,10,2018,2024,7,122,0,0
43692,6,2022,2025,4,284,0,0
43717,2,2017,2024,8,178,0,0
43725,9,2017,2018,2,13,0,7
43817,193,2017,2025,9,1,25,88
43880,9,2017,2025,9,82,0,0
43951,10,2017,2019,3,42,0,1
43967,3,2019,2024,6,29,0,1
43979,3,2017,2020,4,674,0,0
43982,15,2017,2021,5,9,2,4
43989,9,2017,2021,5,21,0,2
43992,5,2017,2020,4,166,0,0
44001,3,2017,2017,1,328,0,0
44008,26,2017,2022,6,16,0,3
44015,13,2017,2019,3,39,0,1
44024,20,2017,2024,8,42,0,1
44034,15,2017,2019,3,76,0,0
44085,132,2017,2022,6,59,0,0
44129,26,2017,2023,7,58,0,0
44158,15,2017,2018,2,4,1,2
44159,35,2017,2022,6,70,0,0
44165,11,2017,2023,7,35,0,1
44174,1,2017,2017,1,484,0,0
44185,7,2017,2019,3,196,0,0
44194,6,2019,2022,4,54,0,0
44195,1,2018,2018,1,353,0,0
44196,37,2017,2021,5,1,2,6
44201,30,2017,2025,9,20,0,4
44207,8,2017,2019,3,3,1,2
44236,5,2017,2025,9,5,3,4
44256,86,2017,2020,4,2,2,30
44272,36,2017,2018,2,16,0,4
44294,45,2017,2025,9,1,13,25
44298,15,2017,2024,8,41,0,1
44336,28,2017,2025,9,7,1,5
44341,2,2018,2024,7,584,0,0
44356,7,2017,2026,10,9,1,1
44357,18,2017,2021,5,6,1,2
44364,15,2017,2024,8,80,0,0
44369,1,2018,2018,1,316,0,0
44370,9,2017,2018,2,39,0,2
44380,1,2017,2017,1,638,0,0
44385,16,2019,2025,7,53,0,0
44386,4,2018,2024,7,101,0,0
44394,5,2017,2021,5,262,0,0
44397,4,2017,2018,2,135,0,0
44401,1,2017,2017,1,229,0,0
44405,8,2017,2023,7,12,0,1
44406,40,2017,2025,9,39,0,1
44408,7,2020,2025,6,174,0,0
44413,11,2017,2018,2,118,0,0
44414,5,2017,2017,1,119,0,0
44420,22,2017,2022,6,14,0,5
44425,16,2017,2022,6,23,0,3
44427,20,2017,2018,2,40,0,2
44435,94,2017,2024,8,27,0,3
44436,7,2017,2017,1,89,0,0
44437,67,2018,2025,8,34,0,1
44440,17,2017,2018,2,51,0,0
44442,45,2017,2022,6,12,0,11
44451,5,2017,2019,3,60,0,0
44465,59,2017,2019,3,30,0,4
44495,31,2017,2022,6,7,1,8
44623,70,2017,2026,10,17,0,2
44644,2,2017,2023,7,110,0,0
44693,7,2017,2024,8,117,0,0
44760,28,2017,2026,10,7,1,7
44761,23,2017,2026,10,13,0,1
44808,1,2017,2017,1,309,0,0
44853,28,2017,2025,9,3,2,12
44891,5,2017,2021,5,6,2,3
44929,35,2017,2020,4,16,0,6
44993,39,2017,2024,8,24,0,2
44997,64,2017,2026,10,5,3,12
44998,1,2021,2021,1,335,0,0
45002,124,2017,2022,6,4,1,40
45033,49,2017,2024,8,51,0,0
45044,111,2017,2023,7,14,0,24
45097,16,2017,2026,10,29,0,2
45157,14,2017,2020,4,97,0,0
45158,16,2017,2023,7,68,0,0
45159,3,2017,2020,4,95,0,0
45161,11,2017,2026,10,110,0,0
45168,122,2017,2026,10,5,2,21
45169,2,2017,2017,1,446,0,0
45172,8,2018,2025,8,35,0,1
45174,6,2017,2019,3,101,0,0
45175,13,2018,2026,9,27,0,1
45182,12,2017,2022,6,39,0,2
45184,53,2017,2023,7,11,0,9
45187,25,2017,2020,4,22,0,1
45188,15,2017,2020,4,65,0,0
45205,5,2017,2019,3,110,0,0
45299,17,2017,2021,5,333,0,0
45324,113,2017,2020,4,13,0,6
45327,68,2017,2021,5,3,5,30
45387,121,2017,2026,10,2,5,26
45450,1,2021,2021,1,527,0,0
45452,1,2018,2018,1,18,0,1
45456,49,2017,2026,10,14,0,5
45457,10,2017,2019,3,14,0,3
45462,8,2017,2021,5,4,1,5
45482,9,2017,2026,10,30,0,1
45486,1,2017,2017,1,339,0,0
45520,16,2017,2019,3,53,0,0
45565,22,2017,2024,8,179,0,0
45632,15,2017,2023,7,121,0,0
45641,12,2017,2026,10,8,1,1
45647,1,2018,2018,1,833,0,0
45648,13,2018,2022,5,215,0,0
45652,1,2017,2017,1,193,0,0
45666,1,2017,2017,1,485,0,0
45668,6,2017,2021,5,34,0,1
45670,1,2017,2017,1,241,0,0
45676,43,2017,2020,4,4,3,13
45681,66,2017,2022,6,24,0,6
45683,22,2017,2018,2,22,0,3
45686,1,2017,2017,1,606,0,0
45687,8,2017,2026,10,52,0,0
45690,1,2017,2017,1,1439,0,0
45691,20,2017,2025,9,4,2,10
45702,6,2017,2025,9,4,2,2
45737,13,2017,2018,2,92,0,0
45740,14,2017,2019,3,16,0,5
45755,48,2017,2023,7,2,11,25
45758,17,2017,2018,2,1,7,9
45761,114,2017,2026,10,7,2,16
45768,1,2017,2017,1,98,0,0
45771,31,2017,2023,7,5,1,6
45787,19,2017,2026,10,14,0,3
45793,1,2017,2017,1,213,0,0
45800,9,2017,2018,2,18,0,2
45854,16,2017,2021,5,19,0,2
45888,11,2017,2023,7,116,0,0
45894,45,2017,2022,6,2,2,12
45937,10,2017,2026,10,12,0,1
45998,158,2017,2026,10,1,2,17
46051,35,2017,2023,7,1,6,13
46083,12,2017,2025,9,132,0,0
46089,36,2017,2026,10,10,1,2
46268,18,2017,2022,6,12,0,2
46348,2,2018,2018,1,450,0,0
46495,9,2017,2019,3,12,0,2
46496,1,2025,2025,1,642,0,0
46498,6,2017,2020,4,200,0,0
46506,6,2020,2025,6,121,0,0
46510,11,2017,2020,4,129,0,0
46513,2,2017,2018,2,180,0,0
46514,3,2018,2023,6,131,0,0
46516,272,2017,2026,10,1,71,187
46517,4,2017,2018,2,123,0,0
46519,27,2019,2026,8,6,1,7
46523,8,2017,2020,4,206,0,0
46525,10,2017,2018,2,25,0,1
46532,12,2017,2020,4,176,0,0
46533,20,2017,2020,4,66,0,0
46538,2,2017,2022,6,578,0,0
46544,95,2017,2021,5,1,10,52
46563,23,2017,2020,4,16,0,5
46587,27,2017,2024,8,43,0,1
46588,2,2017,2017,1,81,0,0
46608,1,2017,2017,1,55,0,0
46615,50,2017,2025,9,1,1,2
46640,151,2017,2026,10,4,1,7
46694,2,2017,2025,9,183,0,0
46702,1,2017,2017,1,210,0,0
46706,7,2017,2019,3,101,0,0
46710,3,2017,2017,1,169,0,0
46711,2,2018,2018,1,390,0,0
46719,4,2017,2025,9,33,0,2
46720,1,2017,2017,1,159,0,0
46724,1,2017,2017,1,772,0,0
46731,8,2018,2022,5,206,0,0
46733,1,2017,2017,1,217,0,0
46737,10,2017,2021,5,204,0,0
46740,1,2017,2017,1,214,0,0
46741,7,2017,2018,2,2,3,3
46751,3,2017,2017,1,55,0,0
46755,17,2017,2019,3,7,1,2
46763,21,2017,2019,3,77,0,0
46842,11,2017,2026,10,12,0,1
46865,3,2017,2019,3,120,0,0
46866,9,2017,2019,3,132,0,0
46877,9,2017,2019,3,277,0,0
46899,1,2017,2017,1,126,0,0
46903,10,2017,2025,9,120,0,0
46907,4,2017,2023,7,101,0,0
46911,52,2017,2023,7,51,0,0
46934,31,2017,2025,9,1,1,4
46962,7,2017,2022,6,23,0,2
46998,39,2025,2026,2,22,0,3
47011,46,2021,2026,6,17,0,5
47057,5,2018,2023,6,50,0,1
47087,1,2017,2017,1,223,0,0
47090,2,2017,2018,2,112,0,0
47093,7,2017,2019,3,135,0,0
47101,1,2017,2017,1,231,0,0
47111,90,2017,2026,10,26,0,4
47123,39,2018,2026,9,7,1,4
47129,5,2017,2019,3,48,0,1
47132,1,2017,2017,1,159,0,0
47149,13,2017,2022,6,70,0,0
47151,10,2017,2018,2,8,1,2
47158,8,2017,2021,5,65,0,0
47194,6,2017,2019,3,43,0,1
47202,57,2017,2020,4,39,0,1
47209,1,2017,2017,1,452,0,0
47220,1,2018,2018,1,298,0,0
47221,46,2018,2026,9,2,1,11
47222,16,2018,2025,8,113,0,0
47223,3,2017,2017,1,53,0,0
47224,5,2017,2018,2,21,0,2
47230,1,2017,2017,1,647,0,0
47231,2,2018,2025,8,389,0,0
47239,8,2017,2019,3,11,0,4
47276,10,2020,2026,7,210,0,0
47277,1,2017,2017,1,92,0,0
47283,14,2017,2022,6,84,0,0
47293,15,2018,2020,3,129,0,0
47296,24,2017,2025,9,63,0,0
47307,11,2016,2024,9,41,0,2
47315,10,2017,2020,4,101,0,0
47321,5,2017,2020,4,113,0,0
47367,31,2017,2022,6,93,0,0
47386,153,2017,2025,9,11,0,47
47391,2,2017,2018,2,517,0,0
47398,17,2017,2024,8,99,0,0
47401,1,2017,2017,1,382,0,0
47406,2,2017,2018,2,20,0,1
47411,3,2017,2018,2,277,0,0
47419,3,2017,2021,5,117,0,0
47420,43,2017,2026,10,13,0,6
47421,8,2017,2023,7,38,0,1
47422,5,2017,2017,1,150,0,0
47429,10,2017,2019,3,20,0,1
47433,13,2017,2020,4,17,0,3
47439,13,2017,2021,5,243,0,0
47448,8,2017,2019,3,64,0,0
47456,2,2017,2020,4,461,0,0
47465,1,2017,2017,1,130,0,0
47472,20,2018,2024,7,12,0,3
47480,8,2017,2019,3,74,0,0
47488,5,2018,2025,8,374,0,0
47490,19,2017,2020,4,4,8,17
47510,33,2017,2021,5,12,0,6
47522,32,2017,2020,4,39,0,1
47534,18,2017,2022,6,72,0,0
47673,11,2017,2025,9,66,0,0
47734,32,2017,2019,3,92,0,0
47774,9,2017,2019,3,52,0,0
47798,13,2017,2019,3,5,2,6
47903,2,2017,2018,2,184,0,0
47909,5,2017,2018,2,54,0,0
47917,1,2024,2024,1,954,0,0
